group1,group2,value,weight
A,C,-1.17193514237417,7
B,C,-0.463114405801199,2
A,C,-0.200352756095668,8
B,C,-1.61989405661082,6
A,C,0.772125120970618,7
B,C,0.216093825107763,8
A,C,-0.709621309203452,10
B,C,0.351004816858365,4
A,C,0.172628540068317,9
B,C,-0.704570824458732,10
A,C,0.0634485532659963,4
B,C,-0.758236450912125,6
A,C,0.535870977652782,8
B,C,-1.39038699281485,10
A,C,0.161761188031519,5
B,C,0.845145038527579,1
A,C,0.204253178064286,1
B,C,-0.778971456074932,9
A,C,-1.08464513127578,8
B,C,-1.62265719927974,6
A,C,0.456257766576094,2
B,C,0.184073287436211,8
A,C,0.0579763571196366,8
B,C,0.692115714615254,4
A,C,-1.36623757327568,9
B,C,0.539209281059826,10
A,C,-1.32193204715572,7
B,C,-0.281288669744595,5
A,C,-2.1049468807695,5
B,C,-1.61760473485137,5
A,C,-0.723731880738746,1
B,C,0.306741036114093,1
A,C,0.225596198943628,4
B,C,0.935716041018462,10
A,C,0.442404853169274,2
B,C,0.454519032908939,8
A,C,-0.962073957946461,3
B,C,-1.13246522222787,2
A,C,-0.600326982078583,1
B,C,-1.77506104999079,8
A,C,-0.0917141882827858,8
B,C,-0.232625733886318,7
A,C,-0.513109270408742,10
B,C,0.185588586233431,1
A,C,-1.43162311051427,9
B,C,-1.89864478754956,1
A,C,0.571237228363946,9
B,C,-0.97562604976258,2
A,C,-0.876476198630831,9
B,C,-0.445246181950297,8
A,C,-0.774329799204873,1
B,C,1.231309496555,7
A,C,1.02807889574603,9
B,C,0.0501034025012154,8
A,C,-0.210382140769383,10
B,C,-0.61306883534034,1
A,C,0.995449252995684,2
B,C,0.239274159271346,4
A,C,0.212821189674918,9
B,C,-1.49630315659423,6
A,C,0.877693349064844,7
B,C,-0.603438499370206,9
A,C,0.341492201507447,5
B,C,0.0497093743721118,7
A,C,1.3176271459613,7
B,C,1.3494569404246,2
A,C,1.30257487093132,4
B,C,-0.0871397868586517,6
A,C,-0.113548968509768,1
B,C,0.096336051856127,6
A,C,0.488757612191704,6
B,C,-0.0296187668378711,7
A,C,-1.32681511194433,7
B,C,-0.88998792146163,10
A,C,-1.0903346926371,7
B,C,-0.667589337181363,9
A,C,1.29470328655099,1
B,C,-0.0913394476490361,2
A,C,0.669943205636072,9
B,C,-0.0888320701649588,8
A,C,0.951227967519402,10
B,C,-1.81615963683985,6
A,C,-0.468015135366424,8
B,C,-0.085384575286346,5
A,C,0.37691949844529,1
B,C,-0.230507031041712,4
A,C,-0.207651077394831,9
B,C,1.13015399478703,3
A,C,0.624426473284031,2
B,C,-0.327001306221747,6
A,C,-0.0644253082578014,7
B,C,0.69088329351212,3
A,C,-1.61995733533253,9
B,C,0.847692026484126,7
A,C,1.3694709277091,9
B,C,-0.593597830803156,5
A,C,0.0541853352800415,6
B,C,-1.5386871803202,1
A,C,-0.119893033457654,5
B,C,0.26363034291487,2
A,C,-0.758124814813092,6
B,C,-0.100782878482008,2
A,C,-0.931837438079083,8
B,C,-0.0923160604989988,3
A,C,-0.239385521659732,4
B,C,0.497228176912971,1
A,C,0.749447417269941,9
B,C,1.65444670043567,2
A,C,0.847075237529358,5
B,C,-0.40886241472066,3
A,C,-0.186337593980856,7
B,C,1.73528562063529,10
A,C,-1.18791330078053,1
B,C,-0.118368273547563,8
A,C,2.3929786000836,8
B,C,-0.377089738239869,4
A,C,-1.190763198014,10
B,C,0.282250150127447,8
A,C,-1.26580790485196,6
B,C,-1.42440786116621,8
A,C,-0.215470914075209,8
B,C,-1.18558736522861,7
A,C,-0.462359818652648,8
B,C,1.25816280840854,5
A,C,1.96704350069392,4
B,C,-0.707581369583695,4
A,C,-0.433946525030747,10
B,C,0.256866813618797,7
A,C,-1.04518529241497,6
B,C,-0.019341276813154,8
A,C,-1.04843051142093,5
B,C,-0.817609557276526,9
A,C,-0.120245685160073,3
B,C,-0.0884513898644511,7
A,C,0.81638178537674,4
B,C,-0.404878703844911,8
A,C,0.56641778631233,1
B,C,-1.70863033598225,7
A,C,0.267208979935429,6
B,C,0.845661236412004,5
A,C,-0.0579183325200141,6
B,C,-0.142967376645079,9
A,C,-0.401718514638464,2
B,C,0.145840440285104,9
A,C,0.825918551201045,6
B,C,0.938837708296299,2
A,C,0.235520944916494,2
B,C,-0.504362491356698,5
A,C,1.7306576385985,6
B,C,0.982164709994484,3
A,C,-0.924798110191452,8
B,C,0.205550815837532,2
A,C,-1.63964964923965,5
B,C,-1.62625234117529,9
A,C,-0.818657951954991,3
B,C,0.0331242280876325,9
A,C,-0.564547694616698,8
B,C,1.22801470526,6
A,C,2.08445562885346,7
B,C,0.909204700518806,7
A,C,1.2603875813277,6
B,C,0.861026170136558,4
A,C,1.09352202807717,10
B,C,2.46177055020813,9
A,C,-0.694030413651097,4
B,C,-1.19802314158761,8
A,C,2.61593932639147,10
B,C,-0.574868342628125,7
A,C,-1.29952439418249,3
B,C,-1.0521095985469,1
A,C,0.7480309914925,3
B,C,-0.540473609800477,2
A,C,-0.399889738763635,7
B,C,-0.307325850247545,3
A,C,0.913486555468683,1
B,C,-0.0580360197331667,1
A,C,0.879498102472642,6
B,C,0.0852416004160564,1
A,C,1.15416347452988,2
B,C,0.816645175108866,1
A,C,0.51636877784023,5
B,C,0.719304251996725,10
A,C,-1.83371135859652,9
B,C,-0.107646269986245,9
A,C,-0.384433306542422,10
B,C,-1.55511688018345,7
A,C,0.180197971684519,4
B,C,0.616221869765348,5
A,C,0.571057337482294,5
B,C,-0.693727039594758,4
A,C,0.356447591860755,1
B,C,0.395968605269235,4
A,C,1.82905898156529,7
B,C,-1.11830106476288,10
A,C,0.689204798794156,5
B,C,-0.341238005430413,4
A,C,0.247209467022862,6
B,C,-1.1325437018614,1
A,C,-0.879186363694798,2
B,C,-1.54524516801728,9
A,C,-0.0907576441298805,5
B,C,0.208768266371853,7
A,C,-0.256259438003156,9
B,C,-0.851208813007366,3
A,C,0.609953178282101,7
B,C,0.921665637501333,10
A,C,-0.276425000993806,1
B,C,1.41240943933766,8
A,C,-1.29975670806002,2
B,C,0.712297110467219,1
A,C,0.795933323089511,10
B,C,-0.839876282547824,4
A,C,0.578206132275472,8
B,C,0.686540962293143,2
A,C,1.17456138919133,4
B,C,0.37756691440136,5
A,C,-0.882308086185485,5
B,C,-0.540178024875378,9
A,C,-0.493622620284833,1
B,C,1.00801947628883,5
A,C,-0.596689292621206,7
B,C,-1.16167999454155,2
A,C,0.504687834173648,3
B,C,0.862180555177767,1
A,C,2.11546634775125,8
B,C,0.809976649383196,5
A,C,-0.00871533443474354,9
B,C,0.161571679545662,4
A,C,-0.91603244499246,8
B,C,2.20693382494596,9
A,C,-0.778606287818784,6
B,C,0.126157026960951,9
A,C,0.769388782400096,10
B,C,-1.55246131482529,4
A,C,0.961357770051491,4
B,C,0.306088393303995,4
A,C,-0.150156739866741,6
B,C,0.46463686673784,10
A,C,-0.47080459069938,9
B,C,-2.25887718314616,10
A,C,0.670053392567069,10
B,C,-0.455077962684269,2
A,C,1.53143210083687,6
B,C,-0.85748037582676,9
A,C,0.684151975021028,8
B,C,0.562819359697308,6
A,C,-0.0468842923193951,9
B,C,-1.14560724224296,8
A,C,0.187870408451239,6
B,C,-1.33099731009422,4
A,C,-0.76324377790596,7
B,C,-0.725645358329737,4
A,C,1.24911977831894,4
B,C,-1.61096500748683,2
A,C,-0.858404177074635,8
B,C,-1.35928514408382,9
A,C,0.397417618828871,8
B,C,0.503619921732109,8
A,C,1.75042240000579,7
B,C,-0.741358157307463,3
A,C,1.659318485148,7
B,C,0.504766687475747,10
A,C,0.218973365045452,4
B,C,0.789605711169057,10
A,C,-0.984412401652173,4
B,C,-0.213242357570118,3
A,C,-0.662643862957522,1
B,C,2.15727050543278,2
A,C,-0.800566833836954,10
B,C,0.0854936287212985,9
A,C,0.499667248106428,4
B,C,-2.2391810096854,9
A,C,0.637272850966155,3
B,C,-1.9102553527138,8
A,C,0.409234507822992,3
B,C,-1.77332339924562,5
A,C,-0.664655153966872,4
B,C,0.0915714509262323,3
A,C,-0.695419500898347,9
B,C,-1.21992205386539,5
A,C,1.88085993732897,6
B,C,0.215273254194407,9
A,C,1.99162535970806,3
B,C,-0.672595563787184,7
A,C,-0.491129285803014,9
B,C,1.94701439842952,9
A,C,0.0537337301719231,5
B,C,-0.0325009468663131,6
A,C,1.20104450097936,8
B,C,-0.638926505310847,9
A,C,-1.32634077685088,9
B,C,0.361004651183181,6
A,C,-0.452668015107428,4
B,C,-0.14384184703626,1
A,C,0.52029912898463,4
B,C,-1.582339436582,3
A,C,-1.56849172765417,2
B,C,1.17121970498048,10
A,C,0.0154579575332237,10
B,C,1.02029195825466,5
A,C,-0.153799965613645,2
B,C,0.544213349100602,5
A,C,0.452359668108584,8
B,C,-0.803013804714194,9
A,C,1.22554581735291,9
B,C,0.860497783068994,3
A,C,0.171570184072628,6
B,C,-0.0188366314683954,10
A,C,2.31931695885595,7
B,C,-1.65065151486747,8
A,C,-0.995539622546568,4
B,C,1.69782921062558,3
A,C,-0.171801208201923,5
B,C,-1.73195069838744,10
A,C,-0.380018042606006,7
B,C,0.631914300064206,9
A,C,1.16452210621234,3
B,C,0.499783976668758,10
A,C,-0.601814497102284,4
B,C,-1.54039529891117,3
A,C,1.6230723755034,6
B,C,-0.0277910486716288,5
A,C,-0.595581459947463,4
B,C,-0.529109729815013,5
A,C,0.915264270463023,7
B,C,-1.4229993188663,6
A,C,-0.342740734400944,1
B,C,1.25526285780675,10
A,C,0.559505921410538,6
B,C,0.45837148660632,1
A,C,0.201057100321445,7
B,C,-0.716412601716288,10
A,C,-0.111861862806773,5
B,C,-0.843981111766517,4
A,C,0.812068286686407,1
B,C,0.402375860343973,8
A,C,-0.470176079174873,1
B,C,1.15455133135095,4
A,C,1.49112302807203,6
B,C,1.02116403916608,6
A,C,0.979201011754376,3
B,C,-0.49461094827532,5
A,C,1.07147084208468,4
B,C,-1.20497469318006,4
A,C,1.0217972683066,9
B,C,1.42122425187062,8
A,C,0.38536504434639,7
B,C,-0.0926086474024998,8
A,C,-0.53691623829947,10
B,C,-1.31916834420086,10
A,C,-0.22441926802786,8
B,C,-0.159787836837685,2
A,C,1.19334482597057,10
B,C,-1.08608474192461,2
A,C,-0.112080020033992,3
B,C,-0.423286149032681,6
A,C,-0.338173368782297,9
B,C,0.660270153545055,5
A,C,0.0382140905261942,7
B,C,0.0997946267442897,3
A,C,0.459999018912963,6
B,C,-1.56824175056655,9
A,C,-0.108072693815676,7
B,C,0.117422503156007,7
A,C,-0.287217440797547,8
B,C,0.80511811527865,2
A,C,-1.44050221439748,3
B,C,-2.80784923679014,1
A,C,-1.20696294879177,9
B,C,0.469623583997937,2
A,C,1.75901202662997,3
B,C,1.56335777940331,8
A,C,-1.41808787369583,8
B,C,-0.840548882802185,10
A,C,1.08088459541691,7
B,C,-0.00573163744963754,3
A,C,0.453794053102967,7
B,C,0.728622708209567,6
A,C,1.07247631775008,2
B,C,1.63913837845757,1
A,C,0.132216291843917,6
B,C,0.0288187267031016,4
A,C,-2.00063435842671,3
B,C,0.780469660680794,4
A,C,-0.135854321446804,3
B,C,-1.40100734347218,2
A,C,0.120875824385203,9
B,C,0.446958532416366,9
A,C,-1.32255851717164,4
B,C,-0.533101837516377,3
A,C,0.141759011468193,3
B,C,-1.1798232942026,7
A,C,0.0279383978956599,4
B,C,0.0686368898787802,9
A,C,1.57445997626449,3
B,C,1.31340942893488,8
A,C,-0.745960382462705,1
B,C,1.73069125533869,10
A,C,0.687440091056924,8
B,C,-1.76252534776184,5
A,C,-1.01228391418668,2
B,C,-0.819875944326662,1
A,C,-0.15841960719238,3
B,C,-0.548567175371879,4
A,C,-1.21709880332601,9
B,C,-1.25125024205543,2
A,C,1.32299305011987,9
B,C,0.172777983402951,4
A,C,0.141633945575441,9
B,C,-0.0487414665307408,7
A,C,0.759531481900554,9
B,C,0.536788881840056,3
A,C,0.3520891764634,6
B,C,2.44599577393172,4
A,C,-0.475324069984113,6
B,C,0.840847569186423,5
A,C,1.2923264608426,4
B,C,0.26465890678361,9
A,C,-1.30047554834256,1
B,C,-0.418304589004052,1
A,C,0.532953052407736,8
B,C,-0.53932856390347,4
A,C,0.204266476792433,2
B,C,-0.525915172449119,5
A,C,0.547782562928567,6
B,C,1.35451114756927,3
A,C,-0.706499032079059,2
B,C,-1.16715955964436,1
A,C,-0.658154237504527,7
B,C,-0.111646067723966,8
A,C,-0.722441635811556,6
B,C,-1.28543228885449,8
A,C,1.74648542401947,1
B,C,-0.539209626233216,6
A,C,0.948599871322227,10
B,C,-0.950249237247024,3
A,C,-0.416831622833696,10
B,C,0.413234992821584,5
A,C,-0.172276296871045,5
B,C,0.799930809980017,5
A,C,0.50374180251693,7
B,C,0.119738812225666,7
A,C,-0.257266251974656,10
B,C,-1.33628006321792,4
A,C,-0.800170424361357,8
B,C,-1.17350338750725,8
A,C,-0.168491956693518,2
B,C,0.00879693422721789,6
A,C,0.645240264843735,2
B,C,-0.583257267142685,8
A,C,-0.854445591928331,1
B,C,0.0296119674811363,5
A,C,-0.284886478281458,5
B,C,-0.0515079724604052,9
A,C,2.53637473800119,10
B,C,1.06773351961485,1
A,C,-0.68507671218437,10
B,C,0.857190701001757,9
A,C,-0.718441028234999,5
B,C,-1.7098888028573,8
A,C,1.28297822501102,9
B,C,0.144490031064977,7
A,C,0.0564946268065695,3
B,C,-0.709620667361659,9
A,C,1.24245350144639,9
B,C,0.192562243555636,2
A,C,1.29738212508957,4
B,C,0.349852190763608,3
A,C,0.564557833362758,2
B,C,-0.86606133366017,6
A,C,0.242846364349788,5
B,C,-1.06095263957539,4
A,C,-2.42155928747211,5
B,C,0.941607563884466,10
A,C,1.43288414397846,6
B,C,0.418317380552499,6
A,C,0.268009139997776,8
B,C,0.384052270596698,4
A,C,-1.82715948459281,4
B,C,-0.979739648213904,1
A,C,-0.657340112120969,10
B,C,-0.182803680795869,6
A,C,0.364508429372117,2
B,C,1.23479653604223,10
A,C,1.57203822382181,8
B,C,0.0369733989263154,8
A,C,0.648356781642791,4
B,C,-0.271218883211601,6
A,C,0.158461515256181,2
B,C,0.895720463026342,4
A,C,0.472488012883784,6
B,C,-0.490490297416788,2
A,C,0.655535317701082,5
B,C,0.849697662092134,6
A,C,-0.636335040577349,1
B,C,0.513292414096478,2
A,C,0.956656479483546,5
B,C,0.809710293847625,1
A,C,-0.176455159936108,6
B,C,0.826633141393215,9
A,C,1.34059665681792,1
B,C,-0.996216949199973,5
A,C,-2.17754366244911,6
B,C,0.912505922456516,6
A,C,-0.785017170367114,3
B,C,-0.73160953942778,10
A,C,0.778008405437528,9
B,C,-1.41383949769093,4
A,C,0.297433701464617,6
B,C,2.35976359280186,7
A,C,-1.05699693885829,1
B,C,-0.429097122442866,9
A,C,0.475552376273688,7
B,C,0.168965922581814,5
A,C,-1.11785239247596,6
B,C,0.212103524803287,10
A,C,-0.348845383702063,4
B,C,-0.996466510824947,4
A,C,1.04287183995671,1
B,C,1.70647134613633,4
A,C,-1.52124329461699,7
B,C,1.14691687537321,3
A,C,0.234439615294349,2
B,C,0.543218817560545,10
A,C,-0.385072409405018,6
B,C,0.514055489886365,3
A,C,0.308004224354603,8
B,C,1.83915392704595,6
A,C,1.59340464973515,6
B,C,-0.358196850090652,7
A,C,-1.11287717773327,5
B,C,0.495918495543379,9
A,C,-1.37455427993643,9
B,C,0.556210153153341,3
A,C,-0.480668151031309,5
B,C,1.22288375044724,2
A,C,0.984495972336201,8
B,C,1.58320220167434,6
A,C,-0.525207153324516,10
B,C,2.01647964748517,1
A,C,-0.734089194148306,10
B,C,-1.23062241340778,6
A,C,0.118332300287456,1
B,C,0.472014848224056,9
A,C,1.26139478452443,1
B,C,0.504969891467974,9
A,C,-0.776427723519205,8
B,C,0.900755768982269,2
A,C,-0.886117204118931,6
B,C,1.15359067627992,6
A,C,0.382412322742946,7
B,C,0.302771258855189,7
A,C,-0.866420687119614,3
B,C,-0.64881866859957,7
A,C,1.08544649970872,6
B,C,0.425928233462248,2
A,C,-0.502224014153398,9
B,C,0.240225126081463,10
A,C,1.48471973446873,7
B,C,-0.408258255130694,10
A,C,-1.70058012611759,4
B,C,0.619488761442312,2
A,C,0.0531263490262434,8
B,C,-0.722298595803412,9
A,C,-0.685874916338545,7
B,C,0.102077941481284,9
A,C,-0.0479148058100225,1
B,C,0.0858521162775699,7
A,C,-0.220622912180413,10
B,C,0.581448539410505,5
A,C,-0.936056399490786,3
B,C,-0.807740630546211,9
A,C,1.82567614716569,4
B,C,1.09455123449988,6
A,C,-0.475918646916697,9
B,C,-1.19619665775848,6
A,C,-2.89592703544416,5
B,C,0.932934683202994,7
A,C,0.180963620212155,10
B,C,0.376035023767096,9
A,C,0.173479705248313,3
B,C,-0.0783605662357996,2
A,C,1.08664460496888,7
B,C,0.44210056433782,10
A,C,0.747712226976331,9
B,C,0.0022176109628028,2
A,C,0.764638369749464,9
B,C,0.342189977829124,1
A,C,0.205011102294481,2
B,C,0.36034144619991,4
A,C,0.808427172808153,4
B,C,-1.14308085104356,7
A,C,-1.91100710050698,5
B,C,0.590792092517704,7
A,C,-0.32403488001247,5
B,C,-1.78235005517033,5
A,C,0.555640260836239,2
B,C,-0.648418522577846,3
A,C,0.765265040456991,10
B,C,0.371950441274979,9
A,C,0.78930554162445,2
B,C,-1.84942240635401,8
A,C,-1.18868130100447,8
B,C,0.985421341431793,5
A,C,-0.214301523537394,5
B,C,1.96631982828617,7
A,C,-0.179180863345739,6
B,C,-2.07417546836152,4
A,C,0.704105085664837,1
B,C,-0.792989286046746,8
A,C,1.71521475255441,6
B,C,1.84510275472489,8
A,C,1.39826716573638,8
B,C,0.282162125957367,6
A,C,-0.691302783519528,1
B,C,0.0239963959875514,5
A,C,-0.561110534528661,7
B,C,-0.709080775415628,9
A,C,-1.30570853081716,5
B,C,0.190285377852341,8
A,C,0.952202852579756,2
B,C,0.265566802035839,6
A,C,-0.693264065714188,8
B,C,0.377186856298901,7
A,C,0.726686796750022,8
B,C,0.258903873656254,3
A,C,0.8059014514753,4
B,C,-1.52623328437408,3
A,C,-0.0590853466052718,7
B,C,-0.637792379565466,10
A,C,0.552235993548325,10
B,C,1.40374671287315,5
A,C,0.512051509623765,8
B,C,0.660479109910809,5
A,C,-0.519175154088263,6
B,C,0.721685253131368,5
A,C,-0.278162254251497,1
B,C,-0.524699374531002,6
A,C,0.0625388737657775,10
B,C,-0.450598871694098,6
A,C,2.11624357593047,7
B,C,0.431318898633983,5
A,C,-0.723194426641894,1
B,C,-0.342902398190197,2
A,C,1.4953888558419,1
B,C,-1.0093752836215,6
A,C,-1.20347485800069,3
B,C,0.395604022632914,6
A,C,1.05909127414674,2
B,C,-1.97885412987684,5
A,C,0.190973205326628,7
B,C,2.21644481217215,3
A,C,0.348260828261605,3
B,C,0.881389451590731,7
A,C,0.0380558493193372,5
B,C,-0.650260000550867,7
A,C,-1.10075043166986,5
B,C,-0.664755924581361,4
A,C,-1.36472263300813,6
B,C,-0.0193127013629911,9
A,C,-0.910922424516489,6
B,C,0.329982196350612,10
A,C,-0.620602126352678,4
B,C,-0.619227954288624,6
A,C,0.810898617193096,7
B,C,0.689960378372994,3
A,C,2.26869494461949,8
B,C,0.0571667053752576,10
A,C,-1.80047707970588,2
B,C,-0.971827445080573,9
A,C,0.640508586865458,9
B,C,-0.129527210882643,9
A,C,0.951732247468161,7
B,C,0.983613633168298,4
A,C,2.17003715175326,7
B,C,0.284778785074778,8
A,C,-0.0772162440673929,1
B,C,-0.508143260089328,2
A,C,0.108727732234331,6
B,C,0.422093711997664,7
A,C,1.54222373569712,2
B,C,0.575181743148878,3
A,C,-1.34079293893051,2
B,C,-1.19606517322022,7
A,C,-1.56159821242003,7
B,C,1.06279373122746,1
A,C,-1.40833740155063,1
B,C,-0.576430540872467,1
A,C,-1.20634360898577,6
B,C,1.20383324308039,7
A,C,1.53453627978316,3
B,C,0.768433421912786,4
A,C,-0.939733763610213,8
B,C,-0.299053329043958,4
A,C,0.248745122818828,5
B,C,0.193251321470367,5
A,C,-1.16786856414932,1
B,C,-0.232555217631959,7
A,C,1.27448784805474,1
B,C,-1.05155052703554,1
A,C,0.785216339298405,5
B,C,-0.377787515186816,10
A,C,0.217463642321574,4
B,C,0.598095117388471,2
A,C,0.136066538158844,10
B,C,1.54598221519256,5
A,C,-1.45204690006387,10
B,C,0.278986083915825,2
A,C,0.706023299457739,3
B,C,-0.015848885250691,2
A,C,-0.667036910743953,9
B,C,1.91595433436513,9
A,C,0.956929190138897,9
B,C,1.05845711950334,4
A,C,-1.14918251056456,8
B,C,-0.465761421460846,10
A,C,-1.98992764949767,9
B,C,0.335939425316472,9
A,C,-1.74680530110714,7
B,C,-1.9211930422549,4
A,C,0.560210576408371,4
B,C,-1.56883406283611,8
A,C,-0.443049095214988,2
B,C,0.367504696900945,10
A,C,-0.0983477694073341,3
B,C,0.725648739820617,2
A,C,-0.842747889671809,6
B,C,-0.430380185398372,6
A,C,-1.30310940907932,6
B,C,-1.40017010338231,10
A,C,-0.0372966168105576,2
B,C,-0.409447831984668,1
A,C,0.602172344016608,2
B,C,-1.05635715662052,3
A,C,-0.548953670054809,9
B,C,2.27417711324599,7
A,C,0.333120811136798,1
B,C,0.464512294435173,8
A,C,-1.00569570460753,4
B,C,1.99763693866014,10
A,C,1.06996368883005,9
B,C,1.42601600268728,9
A,C,0.799107518241292,6
B,C,-0.102224574931289,2
A,C,-0.572277342878542,9
B,C,-0.845773698541885,3
A,C,0.399857954630175,10
B,C,-0.632299984022767,10
A,C,0.202814797082016,5
B,C,0.131386156221996,6
A,C,0.44827534600345,5
B,C,-0.240327497895915,7
A,C,0.200330355643542,7
B,C,-0.819224216549776,2
A,C,-0.924491885939905,8
B,C,-0.320616150504911,2
A,C,-0.984399340798373,3
B,C,0.217478226957097,3
A,C,1.53248065440201,10
B,C,-0.159293750415629,2
A,C,0.425840315898177,9
B,C,-0.825779289794558,5
A,C,0.791040976311441,10
B,C,-0.0597747880627766,10
A,C,-2.38676226615063,2
B,C,0.447744281577898,6
A,C,0.651799882729425,10
B,C,0.492335476387848,9
A,C,-0.0236549771176043,10
B,C,0.567303155233419,10
A,C,-0.0877249385193289,7
B,C,0.968398944729291,7
A,C,-1.21615794471447,9
B,C,0.73111705831362,5
A,C,0.459692428064389,4
B,C,0.708387964691283,3
A,C,-0.234809598962151,5
B,C,0.349751214591139,7
A,C,0.589055777224601,5
B,C,0.0635792115022584,7
A,C,-1.34099962226565,2
B,C,0.515892587962174,6
A,C,-0.581754788916088,4
B,C,-1.31619256100043,8
A,C,0.658367525018538,7
B,C,1.4745507947687,10
A,C,0.104524275890852,4
B,C,0.779465476739453,9
A,C,-0.428272173315147,1
B,C,-0.253808738592784,6
A,C,1.13485963787562,10
B,C,-0.314695177101368,9
A,C,0.690061665527965,6
B,C,-0.587504032758435,10
A,C,0.206850136375706,10
B,C,2.31889932828398,5
A,C,1.03075540232487,5
B,C,1.99616865966783,7
A,C,1.64104174164661,8
B,C,0.649984016471586,6
A,C,-1.14504800400715,3
B,C,0.512100518408683,4
A,C,0.0378325898782912,2
B,C,-0.900015969459374,4
A,C,-1.8201998522094,9
B,C,-1.63363269150386,7
A,C,-0.252830493148991,10
B,C,0.894652379600382,6
A,C,-2.21193158536338,4
B,C,1.17109647908972,5
A,C,-1.8211926290592,8
B,C,-0.33396134931176,1
A,C,1.15525701158602,7
B,C,0.753674231383213,6
A,C,0.255270201430866,2
B,C,-0.0146506140652201,10
A,C,0.395591420973764,10
B,C,-0.391063212388808,8
A,C,-0.0541776262068675,4
B,C,0.00753895938284622,1
A,C,1.57273533550748,3
B,C,1.19335255840037,4
A,C,0.985680704600886,9
B,C,0.44864360751168,1
A,C,0.512903607896095,6
B,C,0.876565102900181,4
A,C,0.481989881062292,4
B,C,-0.39802319095419,7
A,C,0.965018540704338,5
B,C,0.557953594298345,10
A,C,-0.484480278027387,1
B,C,-0.37149485898513,1
A,C,-0.933453389096973,1
B,C,-1.52005900383261,2
A,C,-0.325330273792527,7
B,C,0.869329711143669,10
A,C,1.49019925565003,1
B,C,0.612464692667605,10
A,C,0.869325379467421,1
B,C,-0.752216175292929,4
A,C,-1.49423619784265,7
B,C,-0.460271411936596,7
A,C,0.158040047029306,7
B,C,-0.408735233083019,8
A,C,1.03421426172546,8
B,C,0.40996597296746,3
A,C,-0.620177774796353,8
B,C,1.4484574724538,6
A,C,-0.673078416893782,4
B,C,-1.21917624466507,7
A,C,0.236436490685002,8
B,C,0.439897521231284,3
A,C,-1.69194456291906,2
B,C,-0.066778861262578,8
A,C,-1.78304265053239,9
B,C,0.155600831933035,2
A,C,-0.204795068546741,6
B,C,-0.559520781708344,2
A,C,-1.06593073527582,7
B,C,-0.158832398334858,8
A,C,-1.0416849569973,4
B,C,1.53192839387199,9
A,C,0.688964102721997,6
B,C,1.78554819992964,2
A,C,0.412935899494318,6
B,C,0.795359265380567,10
A,C,2.70312394383088,1
B,C,-1.69284093065895,8
A,C,-2.09557874381528,1
B,C,-1.04402247228283,8
A,C,1.01311757817941,8
B,C,-1.40739311377016,4
A,C,1.68010317775632,6
B,C,1.33245583784888,9
A,C,2.35345178531614,1
B,C,-2.04870037563996,8
A,C,-0.903572997183361,3
B,C,0.816992862260972,9
A,C,-0.102868460293428,5
B,C,0.889777461971045,1
A,C,-1.09161554930301,3
B,C,0.464339066192609,4
A,C,0.133686094348754,3
B,C,0.120023796552108,7
A,C,1.27142854259009,3
B,C,-0.526955538628241,10
A,C,0.351667694144696,1
B,C,-1.27077149282937,10
A,C,-0.157278274674646,10
B,C,-1.66442162801239,5
A,C,-0.66180384903537,7
B,C,0.0813303199322092,2
A,C,0.934102458725195,3
B,C,-0.300268871654155,5
A,C,0.0587444698182391,1
B,C,1.07847158507877,6
A,C,-1.58691295111114,3
B,C,-0.0155692567259039,1
A,C,-0.0297066964104081,7
B,C,1.11365183711091,8
A,C,-0.0424896695643848,8
B,C,-0.879103660520171,1
A,C,-1.89014716840453,8
B,C,-0.639782852828589,4
A,C,1.18351321536839,4
B,C,1.95703649484259,10
A,C,1.42023367198333,5
B,C,-0.836747150648022,8
A,C,0.0302431283951292,5
B,C,0.994500956935097,5
A,C,-0.436828431533538,6
B,C,-0.918717665817796,6
A,C,-0.0607551937559652,6
B,C,-0.944673293076996,10
A,C,-1.6495666951697,7
B,C,-0.882247244553118,10
A,C,1.46476173910802,1
B,C,0.801561851259353,5
A,C,0.300438361756925,10
B,C,-0.167511600119602,5
A,C,-0.469994902224412,4
B,C,-0.113266201462052,4
A,C,0.251502638538801,6
B,C,1.83443979620717,3
A,C,0.131795900790382,6
B,C,-0.0879550966087167,10
A,C,0.418281017696925,7
B,C,1.13607804740163,9
A,C,1.63314401402099,5
B,C,0.47192524340103,5
A,C,-0.758442137256684,4
B,C,0.442903427639081,7
A,C,-0.0391419987765639,5
B,C,-0.686186838944343,7
A,C,-1.38422023658713,8
B,C,0.845069291830615,6
A,C,0.764565949935658,3
B,C,-0.000895153124443492,8
A,C,-0.718434000235999,6
B,C,-0.270128304048146,4
A,C,-0.986614157525721,6
B,C,-0.567707406220623,3
A,C,-0.109355616729491,3
B,C,0.0713000511836973,6
A,C,-0.0667616264309198,5
B,C,0.584436810251872,9
A,C,-2.31523131456093,8
B,C,2.12194016773819,6
A,C,1.82757574552395,7
B,C,0.438422208233192,10
A,C,-1.40742624117782,8
B,C,0.782719164789101,7
A,C,-2.36536478993101,4
B,C,1.4257734512304,4
A,C,0.939694199463566,5
B,C,-1.33482849422162,8
A,C,0.717870071664893,10
B,C,-0.0893234964539309,7
A,C,0.173714333949403,10
B,C,-0.218650397743782,10
A,C,0.273245061649374,5
